case_id,tick,side,enemy_cohesion_v2,enemy_cohesion_v1,collapse_threshold_theta,collapse_margin_v2,collapse_event_v2,frag,disp,out,elong,exploitability,N_alive_enemy,LCC_ratio_enemy,Q50_dist_enemy,Q90_dist_enemy,IQR_dist_enemy,lambda1_enemy,lambda2_enemy
FR2_MB2_PD2,6,B,0.06945881679190236,0.9799999999999995,0.1111111111111111,0.37487064887287874,True,0.4,0.41518137260804566,0.0,0.8020502610024024,0.9305411832080976,100,0.6,8.249520417786968,14.106117745560478,6.113330838136924,74.10090045744585,14.668253905038561
FR2_MB2_PD2,7,A,0.07769517492250877,1.0,0.1111111111111111,0.300743425697421,True,0.48,0.41060756308779234,0.0,0.7464952236057327,0.9223048250774912,100,0.52,7.749994147218988,13.149123846620348,5.875115527978018,60.54263182552579,15.34784634325062
FR2_MB2_PD2,7,B,0.056807354544552546,0.9766666666666661,0.1111111111111111,0.48873380909902703,True,0.51,0.42205271980435943,0.0,0.7994049274143287,0.9431926454554475,100,0.49,8.185445356918926,14.162961981842145,6.1195415646594675,73.4027136129171,14.724222665168554
FR2_MB2_PD2,8,A,0.07792829129147538,1.0,0.1111111111111111,0.2986453783767215,True,0.49,0.4145988169451055,0.0,0.7389814445499214,0.9220717087085246,100,0.51,7.70201180731516,13.156809433017361,5.962771685526031,59.89574247600243,15.63390017869633
FR2_MB2_PD2,8,B,0.05067600507089609,0.9733333333333327,0.1111111111111111,0.5439159543619352,True,0.5700000000000001,0.4173943126333862,0.0,0.7977170886948114,0.9493239949291039,100,0.43,8.197416806988278,14.070265678389998,5.9886882225347895,73.26098967675942,14.819446276914466
FR2_MB2_PD2,9,A,0.0943452213132292,1.0,0.1111111111111111,0.15089300818093715,True,0.41000000000000003,0.4101872328833598,0.0,0.7288848874026455,0.9056547786867708,100,0.59,7.695640562726394,13.047599156505745,5.846636452472733,58.98625947285584,15.992066378680356
FR2_MB2_PD2,9,B,0.05433364414705366,0.9699999999999993,0.1111111111111111,0.510997202676517,True,0.55,0.41003719460212595,0.0,0.7953406039615185,0.9456663558529463,100,0.45,8.322094583183908,14.10613433091336,5.998999723146408,72.81276323530746,14.901816147631177
FR2_MB2_PD2,10,A,0.09653115719488481,1.0,0.1111111111111111,0.13121958524603666,True,0.43000000000000005,0.4013812998626326,0.0,0.7170938573743437,0.9034688428051152,100,0.57,7.734452660906166,12.92049957532618,5.685366276256141,57.766646989308214,16.342539272163446
FR2_MB2_PD2,10,B,0.07203777743564477,0.9666666666666659,0.1111111111111111,0.35166000307919704,True,0.4,0.4213025281714895,0.0,0.7925289667961081,0.9279622225643552,100,0.6,8.122008728301175,14.034982220743185,6.006113404502148,72.45402915576491,15.03211228873166
FR2_MB2_PD2,11,A,0.09332989960834293,1.0,0.1111111111111111,0.16003090352491361,True,0.47,0.40315012869953615,0.0,0.7049607302071914,0.9066701003916571,100,0.53,7.632111196461951,12.787321508227022,5.503817072653954,56.39035749704617,16.637369899284224
FR2_MB2_PD2,11,B,0.03468486629618128,0.9633333333333325,0.1111111111111111,0.6878362033343685,True,0.72,0.40691262619713264,0.0,0.7911361327892044,0.9653151337038187,100,0.28,8.263790928964804,13.933513498995097,6.065519622785669,72.30468452336953,15.101836027007728
FR2_MB2_PD2,12,A,0.1203518694947916,1.0,0.1111111111111111,-0.08316682545312443,False,0.33999999999999997,0.39677383993369586,0.0,0.6977065494037797,0.8796481305052084,100,0.66,7.66269537901109,12.702856550799849,5.378043651425043,55.89576342891692,16.896923200637616
FR2_MB2_PD2,12,B,0.02377033652323446,0.9599999999999991,0.1111111111111111,0.7860669712908899,True,0.81,0.4054226119767287,0.0,0.7895866259752271,0.9762296634767655,100,0.19,8.26832901745335,13.906228497762404,5.956966903188681,72.13753004414009,15.178701090401152
FR2_MB2_PD2,13,A,0.1094776802029559,1.0,0.1111111111111111,0.01470087817339688,True,0.42000000000000004,0.3929207779051914,0.0,0.6890774479346272,0.8905223197970441,100,0.58,7.750789236081668,12.767343954447208,5.3472491792042085,55.57365291342144,17.279101991436544
