case_id,fr,mb,pd,tick,side,N_alive,LCC,C_conn,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR8_MB8_PD5,8.0,8.0,5.0,124,B,97,73,0.7525773195876289,107.1626832738434,107.88160963960276,8.342567259352446,19.697715603592208,0.42352968370763966,1.0,0.7525773195876289,0.13422585442338253,0.1326334002137588,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,125,A,98,57,0.5816326530612245,89.44642467482782,94.5971294747392,8.534248167243835,19.79898987322333,0.43104462509907004,1.0,0.5816326530612245,0.10394919854856688,0.12893171924318547,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,125,B,97,71,0.7319587628865979,106.37274843881654,107.45846395961131,8.361707411205238,19.697715603592208,0.42450137769683,1.0,0.7319587628865979,0.12893171924318547,0.10394919854856688,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,126,A,97,69,0.711340206185567,88.47067772568022,94.12536239193804,8.3651066373982,19.697715603592208,0.4246739472608024,1.0,0.711340206185567,0.13593775896487537,0.1487811694806883,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,126,B,97,76,0.7835051546391752,105.5656320147118,107.78606465795346,8.328447370020331,19.697715603592208,0.42281285493336596,1.0,0.7835051546391752,0.1487811694806883,0.13593775896487537,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,127,A,97,74,0.7628865979381443,87.6433538963213,94.46045142939504,8.345200641915453,19.697715603592208,0.4236633734519736,1.0,0.7628865979381443,0.1485456504183631,0.13328011288112762,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,127,B,97,71,0.7319587628865979,104.66407387770592,107.81556957873363,8.331454749960145,19.697715603592208,0.4229655315178154,1.0,0.7319587628865979,0.13328011288112762,0.1485456504183631,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,128,A,97,70,0.7216494845360825,86.76039274928712,94.26686965933966,8.35976714603749,19.697715603592208,0.4244028756569592,1.0,0.7216494845360825,0.13828294744309988,0.17192585713515274,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,128,B,96,75,0.78125,103.98532870710875,108.2497714230783,8.09477892734726,19.595917942265423,0.41308495734655276,1.0,0.78125,0.17192585713515274,0.13828294744309988,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,129,A,96,72,0.75,85.73034201655166,94.36354936697786,8.087857685028585,19.595917942265423,0.4127317591784921,1.0,0.75,0.17308452286729858,0.1794183053087941,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,129,B,95,71,0.7473684210526316,103.19561313360231,108.303473559451,7.966607138477674,19.493588689617926,0.4086783231822575,1.0,0.7473684210526316,0.1794183053087941,0.17308452286729858,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,130,A,96,75,0.78125,84.92909712971223,94.73807548261937,8.021154847218785,19.595917942265423,0.4093278442403747,1.0,0.78125,0.19074951349366953,0.19728899827743518,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,130,B,94,69,0.7340425531914894,102.61852983526745,108.02616213845948,7.6594095801556366,19.390719429665317,0.39500388873853337,1.0,0.7340425531914894,0.19728899827743518,0.19074951349366953,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,131,A,96,66,0.6875,85.78837911986342,94.74060026263011,7.958172310306709,19.595917942265423,0.40611378011244564,1.0,0.6875,0.1735024980221741,0.19239894332050156,0.5555555555555556,1
