case_id,fr,mb,pd,tick,side,N_alive,degenerate_n_lt_2,LCC_abs,C_conn_abs,LCC_rel,C_conn_rel,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,C_v3p1,d_nn_mean,d_ref,d_nn_p95,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR2_MB2_PD2,2.0,2.0,2.0,10,B,100,0,21,0.21,100,1.0,178.82452483471556,179.5391202023928,9.359203895938162,20.0,0.4679601947969081,1.0,0.21,1.0,1.959011869241349,1.9806598638614568,2.055599310658284,0.02556603214568076,0.06275427161170621,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,11,A,100,0,32,0.32,100,1.0,21.850378637781247,21.203863324782134,9.445041423971134,20.0,0.47225207119855667,1.0,0.32,1.0,1.9316592559529318,1.960112296687058,2.014473448602125,0.03784804068324876,0.037454652916532494,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,11,B,100,0,30,0.3,100,1.0,178.13576139487628,178.85984551221722,9.35767704645653,20.0,0.4678838523228265,1.0,0.3,1.0,1.9692568585979655,1.9921308357286585,2.075166917730448,0.037454652916532494,0.03784804068324876,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,12,A,100,0,56,0.56,100,1.0,22.535470988050932,21.882135426319692,9.435917510719198,20.0,0.4717958755359599,1.0,0.56,1.0,1.9447919263798787,1.9693327279035215,2.047322066243661,0.06579883474282178,0.03174582344909638,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,12,B,100,0,25,0.25,100,1.0,177.4290947739234,178.18656478978608,9.354086913076074,20.0,0.4677043456538037,1.0,0.25,1.0,1.9743168677293945,1.9967575343232284,2.074292582160908,0.03174582344909638,0.06579883474282178,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,13,A,100,0,51,0.51,100,1.0,23.210830417703207,22.581339594416914,9.434065086642702,20.0,0.4717032543321351,1.0,0.51,1.0,1.9327851678436303,1.956384220018281,2.0563994522131726,0.0607074462281153,0.04859993244639693,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,13,B,100,0,38,0.38,100,1.0,176.7216308493969,177.51864564222328,9.31781690436549,20.0,0.4658908452182745,1.0,0.38,1.0,1.956447879283525,1.9808637087993566,2.0736018723217633,0.04859993244639693,0.0607074462281153,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,14,A,100,0,39,0.39,100,1.0,23.911563378011923,23.25371830971467,9.41295981747396,20.0,0.47064799087369796,1.0,0.39,1.0,1.9640392333253587,1.9907773550051637,2.0596738422226943,0.04615916172453782,0.020536051071840755,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,14,B,100,0,16,0.16,100,1.0,176.03228527724178,176.82896536320735,9.318983507545557,20.0,0.46594917537727787,1.0,0.16,1.0,1.9718678059651464,1.9953431915989133,2.072666497967926,0.020536051071840755,0.04615916172453782,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,15,A,100,0,28,0.28,100,1.0,24.60821152753531,23.939363815732676,9.413147341901176,20.0,0.4706573670950588,1.0,0.28,1.0,1.955764373583373,1.9883683064429623,2.0622882421833024,0.033742723560738486,0.013064626676801527,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,15,B,100,0,10,0.1,100,1.0,175.32309585428456,176.15345685827594,9.315508325904228,20.0,0.46577541629521135,1.0,0.1,1.0,1.9666906775172686,1.9978177284402308,2.0595976010405583,0.013064626676801527,0.033742723560738486,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,16,A,100,0,39,0.39,100,1.0,25.283600931566653,24.638550057955577,9.420309896867062,20.0,0.4710154948433531,1.0,0.39,1.0,1.9443709123778548,1.9831880784709837,2.0653173900554496,0.046254079318824526,0.01845139219951697,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,16,B,100,0,14,0.14,100,1.0,174.61320493041293,175.47187269426584,9.305991171784713,20.0,0.46529955858923566,1.0,0.14,1.0,1.9735706729887799,1.9876322818673757,2.0566121787387672,0.01845139219951697,0.046254079318824526,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,17,A,100,0,25,0.25,100,1.0,25.971014694429524,25.32492911915489,9.40871215618894,20.0,0.47043560780944704,1.0,0.25,1.0,1.9608625397808188,1.9706029766702842,2.0686071938418893,0.029652895284484893,0.01736194451971762,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,17,B,100,0,13,0.13,100,1.0,173.90917975425117,174.79736487244077,9.294397785077026,20.0,0.46471988925385127,1.0,0.13,1.0,1.971948920282412,1.991172438573329,2.0500166408818203,0.01736194451971762,0.029652895284484893,0.8888888888888888,1
